mandateId|lastUpdateDate|creditorId|creditorName|creditorAccountNumber|creditorSortCode|creditorIban|creditorBic|debtorName|debtorAccountNumber|debtorSortCode|debtorIban|debtorBic|debtorEmail|debtorPhone|mandateReference|mandateType|frequency|status|signatureDate|effectiveDate|expiryDate|maxAmountPerTransaction|maxAmountPerMonth|maxTransactionsPerMonth|currency|description|schemeType
MND-0000000198|2026-02-19 15:29:46|CRED000674|O2 UK Limited|96716382|34-16-24|GB24NWBK34162496716382|RBOSGB2S|Harry Clarke|39013158|41-70-24|GB83NWBK41702439013158|TSBSGB2S|harryclarke@virginmedia.com|+447709886267|REF-OU-099999|ONE_OFF|ONE_OFF|PENDING|2022-12-06|2022-12-26|2023-12-26|1041.42|1041.42|1|EUR|Monthly subscription|SEPA_CORE
MND-0000000199|2026-07-12 05:56:04|CRED000967|Amazon Prime UK|03499585|18-07-32|GB89NWBK18073203499585|BARCGB2L|Chloe Evans|37234812|37-73-83|GB77NWBK37738337234812|BARCGB22|chloe.evans@hotmail.com|+447900285602|REF-AMAZ-320845|RECURRING|MONTHLY|ACTIVE|2023-09-23|2023-09-26|2027-09-26|2693.34|2693.34|3|GBP|Insurance premium|SEPA_CORE
MND-0000000200|2026-08-29 11:02:33|CRED000740|Ovo Energy Limited|25777271|89-18-07|GB26NWBK89180725777271|RBOSGBMM|Freya Walker|12769811|23-35-22|GB42NWBK23352212769811|HSBCGB22|freya.walker@aol.com|+447908304971|REF-OVO-007212|ONE_OFF|ONE_OFF|PENDING|2022-10-06|2022-10-25|2026-10-25|143.25|429.75|9|GBP|Utility bill payment|SEPA_B2B
MND-0000000201|2025-07-27 20:41:45|CRED000881|Birmingham City Council|41181548|83-46-06|GB91NWBK83460641181548|SWINGBMM|Edward McCarthy|51260618|40-43-80|GB44NWBK40438051260618|HSBCGB2S|edward.mccarthy63@gmail.com|+447803482083|REF-BIRM-658469|ONE_OFF|ONE_OFF|SUSPENDED|2023-05-21|2023-06-07|2027-06-07|4820.36|14461.08|1|GBP|Loan repayment|BACS
MND-0000000202|2026-02-19 15:29:46|CRED000381|Bulb Energy Ltd|86441694|15-39-14|GB50NWBK15391486441694|RBOSIE2S|Sophia Harris|60466787|31-01-05|GB47NWBK31010560466787|NWBKGB2L|sophia.harris@virginmedia.com|+447706626241|REF-BULB-452882|ONE_OFF|QUARTERLY|ACTIVE|2024-03-19|2024-04-01|2025-04-01|3628.05|1776.82|7|EUR|Revised direct debit|SEPA_CORE
MND-0000000203|2026-02-19 15:29:46|CRED000050|O2 UK Limited|93653766|74-40-49|GB76NWBK74404993653766|NATWGB2S|Sienna Shaw|91899900|14-60-67|GB85NWBK14606791899900|NWBKGB21|sienna_shaw@btinternet.com|+447905384616|REF-OU-399224|RECURRING|MONTHLY|CANCELLED|2024-01-28|2024-02-07|2026-02-07|1365.43|5461.72|5|GBP|TV subscription|BACS
MND-0000000204|2026-02-19 15:29:46|CRED000315|EDF Energy Customers Plc|15905040|89-20-42|GB31NWBK89204215905040|NATWGBMM|Sophia Taylor|38835007|91-76-78|GB80NWBK91767838835007|NWBKGBMM|sophia_taylor@gmail.com|+447701734635|REF-EDF-313222|ONE_OFF|MONTHLY|ACTIVE|2025-03-13|2025-04-12|2029-04-12|3860.26|11580.78|5|EUR|Regular savings|SEPA_CORE
MND-0000000205|2026-02-19 15:29:46|CRED000403|Tesco Personal Finance|42517286|89-05-23|GB64NWBK89052342517286|SWINGB2S|Sarah Lee|68354703|91-48-64|GB82NWBK91486468354703|SWINGB21|sarah_lee@talktalk.net|+447700777328|REF-TESC-738989|ONE_OFF|ONE_OFF|CANCELLED|2026-02-07|2026-02-16|2030-02-16|4927.85|1760.52|4|GBP|Gym membership|BACS
MND-0000000206|2026-02-19 15:29:46|CRED000808|Vodafone UK|27793251|90-78-02|GB30NWBK90780227793251|RBOSGB22|Freya Patel|64907770|44-47-55|GB96NWBK44475564907770|HSBCGB21|freya.patel924@virginmedia.com|+447807051384|REF-VODA-888669|ONE_OFF|ONE_OFF|ACTIVE|2020-01-31|2020-02-08|2022-02-08|4455.09|2371.96|1|EUR|Service subscription|SEPA_CORE
MND-0000000207|2026-02-19 15:29:46|CRED000604|PureGym Limited|02874514|18-75-73|GB65NWBK18757302874514|NATWGBMM|Sophie Hussain|83875036|09-80-23|GB36NWBK09802383875036|LOYDGB22|sophie_hussain@sky.com|+447706619413|REF-PURE-641641|RECURRING|MONTHLY|ACTIVE|2025-11-26|2025-12-12|2029-12-12|4602.81|9205.62|3|GBP|Utility bill payment|BACS
MND-0000000208|2023-01-09 13:34:22|CRED000620|Northumbrian Water|55011412|93-69-52|GB60NWBK93695255011412|SWINIE21|Isabella Young|81808740|19-40-78|GB33NWBK19407881808740|HSBCGB22|isabella.young66@yahoo.co.uk|+447901315564|REF-NORT-908996|RECURRING|MONTHLY|SUSPENDED|2023-05-23|2023-06-10|2026-06-10|4723.55|14170.65|1|GBP|Rent payment|SEPA_B2B
MND-0000000209|2026-05-28 15:18:33|CRED000667|Dropbox UK Ltd|29242118|09-21-67|GB81NWBK09216729242118|TSBSIE21|Emily Cooper|55421204|35-34-70|GB10NWBK35347055421204|NWBKGB2S|emily.cooper@btinternet.com|+447907622907|REF-DROP-769489|RECURRING|QUARTERLY|ACTIVE|2022-10-04|2022-10-23|2026-10-23|3537.59|10612.77|8|GBP|Charity donation|SEPA_CORE
MND-0000000210|2023-01-23 09:03:13|CRED000452|AA Membership Services|13166602|93-06-58|GB57NWBK93065813166602|BARCGB2L|Eva Carter|13826471|33-77-69|GB83NWBK33776913826471|BARCGB22|eva23@icloud.com|+447906048638|REF-AAM-214948|ONE_OFF|ONE_OFF|ACTIVE|2020-10-06|2020-11-03|2024-11-03|4556.16|4556.16|7|GBP|Charity donation|SEPA_CORE
MND-0000000211|2026-02-19 15:29:46|CRED000586|Greenpeace UK|08360148|77-40-83|GB18NWBK77408308360148|SWINGBMM|Christopher Moore|61020940|42-32-28|GB86NWBK42322861020940|HSBCGBMM|christopher516@btinternet.com|+447709861548|REF-GREE-930171|ONE_OFF|ONE_OFF|PENDING|2024-08-14|2024-08-17|2029-08-17|1549.06|71.92|3|EUR|Energy bill|SEPA_CORE
MND-0000000212|2026-02-19 15:29:46|CRED000846|Paramount Plus UK|42352596|39-49-10|GB52NWBK39491042352596|TSBSGB21|Oliver Roberts|73780570|23-53-32|GB61NWBK23533273780570|TSBSGB2S|oliver.roberts@aol.com|+447805180468|REF-PARA-224128|ONE_OFF|ONE_OFF|ACTIVE|2025-05-15|2025-05-18|2030-05-18|3259.18|1674.11|5|GBP|Phone contract|SEPA_CORE
MND-0000000213|2023-01-01 03:49:03|CRED000599|United Utilities Water|47750338|55-89-26|GB58NWBK55892647750338|TSBSGB2L|Ethan Williams|64923923|71-48-87|GB89NWBK71488764923923|NWBKIE2S|ethanwilliams@icloud.com|+447801492466|REF-UNIT-986484|ONE_OFF|ONE_OFF|ACTIVE|2021-10-29|2021-11-02|2026-11-02|2996.26|5992.52|2|GBP|Water rates|BACS
MND-0000000214|2026-08-16 14:15:21|CRED000811|WWF UK|84264335|32-21-39|GB74NWBK32213984264335|HSBCIE22|Harper Kelly|24057745|14-00-77|GB28NWBK14007724057745|NWBKGBMM|harper_kelly@talktalk.net|+447808081437|REF-WWF-953553|RECURRING|FORTNIGHTLY|ACTIVE|2026-08-31|2026-09-04|2031-09-04|4125.20|20626.00|10|GBP|Utility bill payment|SEPA_CORE
MND-0000000215|2026-02-19 15:29:46|CRED000767|Google Payment Ltd|04741931|32-99-45|GB84NWBK32994504741931|NATWGB22|Alfie James|30510015|83-60-05|GB41NWBK83600530510015|RBOSGB22|alfie.james@icloud.com|+447809905825|REF-GOOG-401545|ONE_OFF|ONE_OFF|ACTIVE|2025-03-21|2025-03-28|2027-03-28|4241.81|6325.80|4|GBP|Utility bill payment|SEPA_B2B
MND-0000000216|2026-02-19 15:29:46|CRED000274|Direct Line Insurance|23581873|45-42-89|GB59NWBK45428923581873|RBOSGB2L|Amelia Ahmed|58916488|39-66-98|GB51NWBK39669858916488|NWBKGB2S|amelia.ahmed@gmail.com|+447800851278|REF-DIRE-324001|RECURRING|FORTNIGHTLY|ACTIVE|2025-03-23|2025-03-31|2027-03-31|2513.78|12568.90|10|GBP|Monthly subscription|BACS
MND-0000000217|2026-12-08 04:28:54|CRED000594|Anglian Water Services|69273929|55-20-31|GB86NWBK55203169273929|BARCGB22|Rebecca King|65407238|14-16-81|GB43NWBK14168165407238|SWINIE2L|rebeccaking@virginmedia.com|+447705164605|REF-ANGL-099820|ONE_OFF|ONE_OFF|ACTIVE|2026-12-16|2026-12-31|2031-12-31|36.31|108.93|2|GBP|Membership fee|BACS
MND-0000000218|2025-09-05 14:03:19|CRED000255|Anglian Water Services|25594323|08-50-57|GB56NWBK08505725594323|RBOSIE22|Harper Mitchell|10536535|09-54-63|GB93NWBK09546310536535|NWBKGB2S|harper.mitchell34@talktalk.net|+447701285356|REF-ANGL-234411|RECURRING|FORTNIGHTLY|ACTIVE|2025-10-26|2025-11-18|2028-11-18|3556.99|3556.99|5|EUR|TV subscription|SEPA_CORE
MND-0000000219|2026-02-19 15:29:46|CRED000867|British Heart Foundation|07348266|41-79-06|GB30NWBK41790607348266|BARCIE2L|Hannah Jackson|56392528|60-00-91|GB88NWBK60009156392528|HSBCGBMM|hannah.jackson@icloud.com|+447806354753|REF-BRIT-656977|ONE_OFF|ONE_OFF|PENDING|2024-03-16|2024-04-15|2028-04-15|2408.51|8401.09|3|GBP|Loan repayment|BACS
MND-0000000220|2023-05-21 17:34:01|CRED000861|Amazon Prime UK|50007562|48-04-71|GB80NWBK48047150007562|MIDLGBMM|Jacob Hall|04520164|52-93-31|GB86NWBK52933104520164|HSBCGB2L|jacob.hall41@hotmail.com|+447800032617|REF-AMAZ-626060|ONE_OFF|ONE_OFF|PENDING|2020-01-13|2020-02-10|2024-02-10|3280.77|16403.85|7|EUR|Loan repayment|SEPA_CORE
MND-0000000221|2026-02-19 15:29:46|CRED000713|EDF Energy Customers Plc|50313904|91-99-54|GB71NWBK91995450313904|SWINGB2S|Lily Patel|80228537|59-89-01|GB45NWBK59890180228537|NATWGB2S|lily.patel@icloud.com|+447709796629|REF-EDF-660819|ONE_OFF|FORTNIGHTLY|ACTIVE|2022-04-19|2022-05-17|2026-05-17|513.30|2053.20|2|GBP|Loan repayment|SEPA_B2B
MND-0000000222|2026-02-19 15:29:46|CRED000102|Netflix International|65111327|60-97-59|GB67NWBK60975965111327|MIDLGB21|Harper McCarthy|82758268|19-68-71|GB11NWBK19687182758268|SANTGB22|harper.mccarthy8@sky.com|+447704608213|REF-NETF-541248|ONE_OFF|ONE_OFF|SUSPENDED|2022-12-21|2023-01-01|2025-01-01|4054.53|6648.37|8|GBP|Club dues|BACS
MND-0000000223|2024-08-11 19:13:05|CRED000761|Yorkshire Water Services|99206753|51-16-40|GB99NWBK51164099206753|MIDLGB22|Oscar Young|19293596|07-65-40|GB27NWBK07654019293596|NATWGB2S|oscar.young@gmail.com|+447900588078|REF-YORK-799923|ONE_OFF|ONE_OFF|ACTIVE|2022-01-30|2022-02-06|2023-02-06|40.50|202.50|6|GBP|Energy bill|BACS
MND-0000000224|2026-02-19 15:29:46|CRED000945|Google Payment Ltd|25613044|35-03-22|GB33NWBK35032225613044|MIDLGB21|Alice Young|44256520|42-46-56|GB85NWBK42465644256520|BARCGBMM|aliceyoung@yahoo.co.uk|+447902652518|REF-GOOG-717637|RECURRING|FORTNIGHTLY|ACTIVE|2024-09-11|2024-10-04|2027-10-04|1989.88|6559.65|3|GBP|Loan repayment|BACS
MND-0000000225|2025-10-04 05:56:43|CRED000488|British Heart Foundation|96440051|39-25-92|GB55NWBK39259296440051|SWINIEMM|Ivy Parker|47525221|08-82-04|GB40NWBK08820447525221|TSBSGB21|ivyparker@outlook.com|+447706628468|REF-BRIT-302153|RECURRING|FORTNIGHTLY|ACTIVE|2021-09-04|2021-09-20|2023-09-20|3578.83|7157.66|8|EUR|Energy bill|SEPA_CORE
MND-0000000226|2026-02-19 15:29:46|CRED000557|Google Payment Ltd|19205564|57-13-85|GB35NWBK57138519205564|NWBKGB21|Andrew Johnson|59270256|47-11-76|GB76NWBK47117659270256|RBOSGBMM|andrew30@hotmail.com|+447800982636|REF-GOOG-139099|RECURRING|MONTHLY|PENDING|2020-03-17|2020-04-06|2022-04-06|306.48|306.48|5|GBP|Insurance premium|BACS
MND-0000000227|2025-03-30 14:49:06|CRED000133|Dropbox UK Ltd|80921617|10-83-19|GB97NWBK10831980921617|SANTGBMM|Alice Baker|77560773|40-27-61|GB33NWBK40276177560773|HSBCIE2S|alice.baker59@virginmedia.com|+447801853690|REF-DROP-781695|ONE_OFF|ONE_OFF|SUSPENDED|2026-12-23|2027-01-20|2030-01-20|772.31|772.31|10|EUR|Membership fee|SEPA_CORE
MND-0000000228|2026-02-19 15:29:46|CRED000565|Vodafone UK|50244297|48-66-41|GB99NWBK48664150244297|SANTGB21|Andrew Sharma|59399883|11-44-47|GB21NWBK11444759399883|HSBCGB22|andrew.sharma72@aol.com|+447706378665|REF-VODA-024409|ONE_OFF|ONE_OFF|SUSPENDED|2020-12-05|2020-12-20|2024-12-20|3580.63|4220.04|7|GBP|Loan repayment|BACS
MND-0000000229|2026-02-02 02:38:43|CRED000541|RSPCA Donations|37327433|43-78-93|GB86NWBK43789337327433|MIDLGB22|Lisa Jones|92451247|34-42-60|GB15NWBK34426092451247|BARCGB21|lisa.jones@icloud.com|+447808371328|REF-RSPC-820699|ONE_OFF|ONE_OFF|PENDING|2021-06-29|2021-07-13|2024-07-13|888.92|3555.68|3|GBP|TV subscription|BACS
MND-0000000230|2026-12-15 14:17:15|CRED000744|Netflix International|24373134|42-02-19|GB81NWBK42021924373134|SWINGB2S|Isla Jackson|14078909|50-30-87|GB40NWBK50308714078909|SWINIEMM|isla8@virginmedia.com|+447801529405|REF-NETF-027347|ONE_OFF|ONE_OFF|ACTIVE|2021-07-07|2021-07-11|2023-07-11|2557.67|12788.35|10|GBP|Membership fee|BACS
MND-0000000231|2026-02-05 20:00:37|CRED000423|British Heart Foundation|29466874|55-52-32|GB97NWBK55523229466874|MIDLGBMM|Christopher Hill|70319895|87-27-60|GB63NWBK87276070319895|RBOSGB2L|christopher41@aol.com|+447703313358|REF-BRIT-307529|RECURRING|ANNUALLY|ACTIVE|2020-12-26|2021-01-10|2026-01-10|400.97|2004.85|4|GBP|Loan repayment|SEPA_CORE
MND-0000000232|2026-02-19 15:29:46|CRED000897|E.ON Next Energy|25524495|20-28-05|GB55NWBK20280525524495|BARCGB22|Logan Singh|67617960|37-13-85|GB64NWBK37138567617960|TSBSGB22|logan17@outlook.com|+447905891167|REF-EON-858690|ONE_OFF|ONE_OFF|ACTIVE|2026-07-15|2026-08-05|2028-08-05|3348.49|3851.82|2|GBP|Utility bill payment|SEPA_CORE
MND-0000000233|2026-02-19 15:29:46|CRED000582|Anglian Water Services|26654828|59-46-08|GB68NWBK59460826654828|SWINIE2S|Isabella Morris|85043752|07-85-81|GB23NWBK07858185043752|HSBCGB21|isabella6@outlook.com|+447702753735|REF-ANGL-877167|ONE_OFF|ANNUALLY|ACTIVE|2025-05-27|2025-06-22|2028-06-22|4326.80|6739.59|10|GBP|Gym membership|SEPA_B2B
MND-0000000234|2026-04-12 01:26:32|CRED000596|Greenpeace UK|84802713|13-41-57|GB92NWBK13415784802713|SWINGBMM|Eva Williams|56388168|93-99-15|GB11NWBK93991556388168|NWBKGB21|eva.williams@outlook.com|+447909977726|REF-GREE-190141|RECURRING|QUARTERLY|SUSPENDED|2021-05-21|2021-06-15|2025-06-15|305.12|610.24|6|GBP|Monthly subscription|BACS
MND-0000000235|2023-08-04 17:19:15|CRED000305|RSPCA Donations|60176057|89-24-79|GB31NWBK89247960176057|RBOSGB21|Alice Cooper|54833054|90-20-76|GB61NWBK90207654833054|MIDLGBMM|alice.cooper@virginmedia.com|+447705692175|REF-RSPC-606520|ONE_OFF|ONE_OFF|ACTIVE|2022-09-29|2022-10-01|2025-10-01|2003.84|8015.36|3|GBP|Loan repayment|BACS
MND-0000000236|2024-10-04 20:54:36|CRED000818|Sainsbury's Bank|33989839|43-09-25|GB13NWBK43092533989839|BARCGB21|James Ryan|20373338|04-93-71|GB18NWBK04937120373338|TSBSGB2L|james.ryan@aol.com|+447707463910|REF-SAIN-299921|RECURRING|WEEKLY|ACTIVE|2026-09-15|2026-09-17|2030-09-17|525.68|1577.04|5|GBP|Broadband service|BACS
MND-0000000237|2025-10-16 23:44:24|CRED000971|AA Membership Services|99365155|05-90-57|GB44NWBK05905799365155|RBOSGB21|Benjamin Ahmed|95981969|60-59-84|GB32NWBK60598495981969|NWBKGBMM|benjamin_ahmed@btinternet.com|+447908060151|REF-AAM-380489|ONE_OFF|ONE_OFF|PENDING|2023-11-20|2023-12-01|2028-12-01|4399.09|8798.18|2|GBP|Water rates|SEPA_CORE
MND-0000000238|2023-12-19 12:54:28|CRED000039|Amazon Prime UK|05330980|43-28-58|GB47NWBK43285805330980|SANTGBMM|Max Ryan|56869192|83-93-67|GB65NWBK83936756869192|SANTGB21|max_ryan@aol.com|+447702436322|REF-AMAZ-572058|ONE_OFF|ONE_OFF|ACTIVE|2025-08-30|2025-09-16|2027-09-16|4791.38|4791.38|4|GBP|Water rates|SEPA_B2B
MND-0000000239|2024-02-28 13:37:45|CRED000301|Tesco Personal Finance|84792376|73-03-64|GB86NWBK73036484792376|SWINGB22|Ava Griffiths|56083341|83-10-21|GB79NWBK83102156083341|SWINGB2S|ava.griffiths@sky.com|+447706738018|REF-TESC-542995|ONE_OFF|ONE_OFF|ACTIVE|2023-05-27|2023-05-31|2027-05-31|2881.34|8644.02|2|GBP|Membership fee|BACS
MND-0000000240|2026-02-19 15:29:46|CRED000169|United Utilities Water|06713826|08-88-21|GB44NWBK08882106713826|HSBCGB21|Andrew Hall|11477514|32-55-45|GB81NWBK32554511477514|NATWGB21|andrewhall@sky.com|+447702214369|REF-UNIT-466387|ONE_OFF|ONE_OFF|SUSPENDED|2022-11-23|2022-12-17|2023-12-17|1511.95|1511.95|7|GBP|Club dues|BACS
MND-0000000241|2024-04-20 21:09:26|CRED000789|Save the Children UK|07245812|45-37-18|GB42NWBK45371807245812|NATWIE21|Oscar Wood|57071668|31-80-26|GB26NWBK31802657071668|TSBSIE21|oscar.wood86@virginmedia.com|+447907562619|REF-SAVE-059825|RECURRING|QUARTERLY|ACTIVE|2026-03-21|2026-04-20|2027-04-20|1106.83|4427.32|2|GBP|Rent payment|BACS
MND-0000000242|2026-02-19 15:29:46|CRED000647|Adobe Systems UK|91056326|60-25-35|GB69NWBK60253591056326|TSBSIE22|George Shaw|19574711|45-29-72|GB59NWBK45297219574711|SANTGBMM|george811@virginmedia.com|+447901621252|REF-ADOB-339434|RECURRING|ANNUALLY|ACTIVE|2021-11-25|2021-12-16|2022-12-16|3591.09|6219.27|2|EUR|Charity donation|SEPA_CORE
MND-0000000243|2026-02-19 15:29:46|CRED000161|National Trust Membership|70607122|01-44-62|GB50NWBK01446270607122|LOYDGBMM|Ruby Jones|87607400|14-09-70|GB78NWBK14097087607400|HSBCGBMM|ruby.jones911@icloud.com|+447702642790|REF-NATI-575311|ONE_OFF|ONE_OFF|ACTIVE|2021-04-22|2021-05-05|2022-05-05|2887.12|9038.47|2|EUR|Council tax|SEPA_CORE
MND-0000000244|2025-02-09 00:25:32|CRED000134|Cancer Research UK|76020025|11-21-29|GB24NWBK11212976020025|RBOSIE21|Willow White|13156096|50-81-78|GB98NWBK50817813156096|SANTGB2S|willow_white@outlook.com|+447906635622|REF-CANC-032418|RECURRING|ANNUALLY|ACTIVE|2024-01-17|2024-02-10|2025-02-10|4338.29|4338.29|6|GBP|Regular savings|BACS
MND-0000000245|2023-12-16 12:22:10|CRED000140|Sky UK Limited|13762126|08-99-08|GB66NWBK08990813762126|MIDLGBMM|Daniel Johnson|28144036|82-02-39|GB94NWBK82023928144036|HSBCGB22|daniel.johnson15@btinternet.com|+447901248889|REF-SKY-713133|RECURRING|QUARTERLY|PENDING|2022-03-19|2022-04-01|2025-04-01|1101.76|3305.28|4|GBP|Loan repayment|BACS
MND-0000000246|2023-06-22 18:16:25|CRED000942|AA Membership Services|90490498|58-71-40|GB74NWBK58714090490498|RBOSIE2L|Poppy Hussain|10083705|35-69-11|GB34NWBK35691110083705|MIDLGB2S|poppy_hussain@outlook.com|+447908154485|REF-AAM-936175|RECURRING|WEEKLY|ACTIVE|2025-06-19|2025-07-08|2028-07-08|1532.35|1532.35|8|GBP|Monthly subscription|BACS
MND-0000000247|2026-02-19 15:29:46|CRED000695|Google Payment Ltd|61932911|58-71-35|GB27NWBK58713561932911|TSBSGBMM|Andrew Cook|75562538|42-34-78|GB13NWBK42347875562538|BARCGB2L|andrew.cook34@icloud.com|+447809334043|REF-GOOG-603130|RECURRING|QUARTERLY|SUSPENDED|2020-11-19|2020-12-11|2025-12-11|2953.09|2403.48|6|EUR|Utility bill payment|SEPA_CORE
MND-0000000248|2023-04-29 20:46:19|CRED000365|Bulb Energy Ltd|57647403|38-65-73|GB48NWBK38657357647403|TSBSGB2L|Maya Baker|12541608|87-54-80|GB48NWBK87548012541608|NATWGB2S|maya.baker13@sky.com|+447800523085|REF-BULB-937854|ONE_OFF|ONE_OFF|SUSPENDED|2021-10-22|2021-11-02|2022-11-02|2125.74|8502.96|9|GBP|Mortgage payment|BACS
MND-0000000249|2026-02-19 15:29:46|CRED000824|Manchester City Council|00583449|82-08-95|GB53NWBK82089500583449|SWINGB22|Isabella Baker|99499899|09-41-66|GB76NWBK09416699499899|NATWGBMM|isabella809@talktalk.net|+447701176506|REF-MANC-697514|RECURRING|WEEKLY|ACTIVE|2021-08-08|2021-08-17|2022-08-17|1238.96|7403.69|2|GBP|Broadband service|SEPA_B2B
MND-0000000250|2023-06-20 19:24:52|CRED000346|Tesco Personal Finance|17522648|45-38-56|GB14NWBK45385617522648|NATWGB21|Alfie Davis|22327919|33-87-85|GB98NWBK33878522327919|BARCGB2S|alfie_davis@sky.com|+447708753345|REF-TESC-378400|RECURRING|MONTHLY|SUSPENDED|2020-04-23|2020-04-26|2021-04-26|4173.18|20865.90|6|GBP|Gym membership|BACS
MND-0000000251|2023-07-04 20:03:06|CRED000179|Anglian Water Services|21601549|56-93-38|GB34NWBK56933821601549|BARCGB2L|Rosie James|32905534|49-74-59|GB44NWBK49745932905534|HSBCIEMM|rosie50@btinternet.com|+447704958627|REF-ANGL-719348|RECURRING|ANNUALLY|PENDING|2023-03-15|2023-03-21|2026-03-21|1854.95|3709.90|7|GBP|Gym membership|BACS
MND-0000000252|2026-02-19 15:29:46|CRED000237|RAC Motoring Services|22219196|89-25-33|GB67NWBK89253322219196|HSBCGBMM|Sophia Davies|08107642|77-14-01|GB95NWBK77140108107642|HSBCGBMM|sophia.davies83@sky.com|+447800808892|REF-RAC-339739|RECURRING|FORTNIGHTLY|PENDING|2020-06-17|2020-07-08|2021-07-08|218.57|218.57|11|GBP|Mortgage payment|SEPA_B2B
MND-0000000253|2025-01-26 04:56:21|CRED000271|Save the Children UK|87957784|05-71-14|GB13NWBK05711487957784|SANTGBMM|Isla King|69077542|48-58-68|GB53NWBK48586869077542|LOYDGB22|isla_king@talktalk.net|+447805502108|REF-SAVE-657273|ONE_OFF|ONE_OFF|ACTIVE|2025-03-27|2025-04-01|2029-04-01|1870.85|3741.70|3|GBP|Energy bill|BACS
MND-0000000254|2026-02-19 15:29:46|CRED000606|Octopus Energy Ltd|30622469|91-25-62|GB27NWBK91256230622469|HSBCGB2S|Alfie Wood|94790145|38-98-28|GB62NWBK38982894790145|NWBKIE2S|alfie.wood@aol.com|+447907176843|REF-OCTO-989057|RECURRING|MONTHLY|ACTIVE|2020-06-01|2020-06-19|2022-06-19|681.91|6802.77|8|GBP|TV subscription|BACS
MND-0000000255|2026-04-22 18:51:57|CRED000700|United Utilities Water|27648320|89-77-80|GB72NWBK89778027648320|RBOSGBMM|Paul Clarke|72069221|74-27-95|GB90NWBK74279572069221|SWINGB2L|paul_clarke@hotmail.com|+447901879305|REF-UNIT-950281|RECURRING|WEEKLY|PENDING|2024-04-02|2024-04-15|2027-04-15|1970.99|1970.99|3|GBP|Mortgage payment|BACS
MND-0000000256|2026-02-19 15:29:46|CRED000661|Vodafone UK|37423325|16-93-79|GB53NWBK16937937423325|TSBSGB21|Harry Davis|68475771|20-96-63|GB25NWBK20966368475771|RBOSGB2L|harry_davis@talktalk.net|+447702431150|REF-VODA-043419|RECURRING|MONTHLY|ACTIVE|2024-12-06|2025-01-03|2026-01-03|2851.85|7637.12|17|GBP|Service subscription|SEPA_CORE
MND-0000000257|2026-02-19 15:29:46|CRED000026|Tesco Personal Finance|00722478|72-98-33|GB76NWBK72983300722478|LOYDGBMM|Leo King|23472028|39-09-65|GB79NWBK39096523472028|RBOSGB2L|leo_king@btinternet.com|+447702773283|REF-TESC-893566|RECURRING|WEEKLY|PENDING|2024-12-07|2024-12-20|2026-12-20|1792.51|1792.51|9|GBP|Council tax|BACS
MND-0000000258|2024-08-01 09:46:42|CRED000792|South West Water Ltd|77370506|43-81-34|GB36NWBK43813477370506|HSBCGB2L|Freya Taylor|29434978|80-87-35|GB25NWBK80873529434978|RBOSGB2S|freya.taylor@outlook.com|+447703648165|REF-SOUT-948553|ONE_OFF|ONE_OFF|ACTIVE|2022-02-08|2022-03-02|2026-03-02|1803.56|5410.68|2|GBP|Insurance premium|SEPA_CORE
MND-0000000259|2024-07-15 08:59:21|CRED000668|Thames Water Utilities|82095907|90-91-44|GB23NWBK90914482095907|MIDLGBMM|Archie Price|92348264|16-29-72|GB76NWBK16297292348264|NATWIE21|archieprice@gmail.com|+447802812546|REF-THAM-452509|RECURRING|MONTHLY|ACTIVE|2021-06-17|2021-07-07|2026-07-07|3343.20|3343.20|8|EUR|Membership fee|SEPA_CORE
MND-0000000260|2026-11-16 20:29:57|CRED000226|Oxfam GB|00415504|72-74-17|GB28NWBK72741700415504|NWBKGB22|Joshua Walker|01746688|41-93-84|GB97NWBK41938401746688|NWBKGB22|joshuawalker@hotmail.com|+447909316353|REF-OXFA-188040|RECURRING|FORTNIGHTLY|ACTIVE|2023-09-23|2023-10-14|2028-10-14|2662.90|2662.90|7|GBP|Charity donation|SEPA_CORE
MND-0000000261|2026-04-19 05:28:25|CRED000163|PureGym Limited|62907715|19-61-81|GB75NWBK19618162907715|RBOSIE22|Mohammed Ahmed|87144190|18-02-34|GB13NWBK18023487144190|LOYDGB2S|mohammed.ahmed@gmail.com|+447906887007|REF-PURE-492182|RECURRING|QUARTERLY|ACTIVE|2021-11-26|2021-12-25|2023-12-25|2846.57|8539.71|10|GBP|Water rates|SEPA_CORE
MND-0000000262|2024-03-29 17:23:43|CRED000359|Greenpeace UK|15296200|60-02-73|GB90NWBK60027315296200|MIDLGBMM|Grace Clarke|38888501|17-08-93|GB12NWBK17089338888501|NWBKGB21|grace.clarke38@btinternet.com|+447703081966|REF-GREE-789818|ONE_OFF|ONE_OFF|SUSPENDED|2022-03-25|2022-04-11|2024-04-11|2885.74|5771.48|8|GBP|TV subscription|BACS
MND-0000000263|2026-05-26 14:19:18|CRED000570|Microsoft Ireland|06658331|34-91-66|GB60NWBK34916606658331|NWBKIE21|Willow Clarke|94429886|39-81-26|GB63NWBK39812694429886|RBOSGB2L|willow66@aol.com|+447703643469|REF-MICR-932055|RECURRING|WEEKLY|SUSPENDED|2026-03-14|2026-03-15|2029-03-15|1177.85|1177.85|10|GBP|Council tax|BACS
